# FTIR of PMMA (transmittance). C=O stretch at 1730 cm-1. Synthetic.
wavenumber_cm-1,transmittance_pct
3552.0,95.461
3554.0,95.454
3556.0,95.541
3558.0,95.465
3560.0,95.817
3562.0,95.232
3564.0,95.583
3566.0,95.489
3568.0,95.66
3570.0,95.25
3572.0,95.676
3574.0,95.286
3576.0,95.597
3578.0,95.57
3580.0,95.498
3582.0,95.383
3584.0,95.371
3586.0,95.508
3588.0,95.381
3590.0,95.201
3592.0,95.222
3594.0,95.613
3596.0,95.617
3598.0,95.571
3600.0,95.501
3602.0,95.551
3604.0,95.569
3606.0,95.532
3608.0,95.376
3610.0,95.385
3612.0,95.322
3614.0,95.518
3616.0,95.346
3618.0,95.471
3620.0,95.693
3622.0,95.439
3624.0,95.641
3626.0,95.73
3628.0,95.222
3630.0,95.281
3632.0,95.567
3634.0,95.39
3636.0,95.577
3638.0,95.603
3640.0,95.42
3642.0,95.621
3644.0,95.759
3646.0,95.641
3648.0,95.366
3650.0,95.476
3652.0,95.418
3654.0,95.733
3656.0,95.469
3658.0,95.395
3660.0,95.506
3662.0,95.576
3664.0,95.443
3666.0,95.515
3668.0,95.5
3670.0,95.61
3672.0,95.646
3674.0,95.541
3676.0,95.43
3678.0,95.561
3680.0,95.367
3682.0,95.662
3684.0,95.553
3686.0,95.538
3688.0,95.138
3690.0,95.857
3692.0,95.72
3694.0,95.693
3696.0,95.521
3698.0,95.603
3700.0,95.931
3702.0,95.401
3704.0,95.616
3706.0,95.594
3708.0,95.526
3710.0,95.558
3712.0,95.358
3714.0,95.603
3716.0,95.31
3718.0,95.782
3720.0,95.627
3722.0,95.38
3724.0,95.194
3726.0,95.524
3728.0,95.584
3730.0,95.359
3732.0,95.76
3734.0,95.55
3736.0,95.44
3738.0,95.3
3740.0,95.492
3742.0,95.481
3744.0,95.608
3746.0,95.668
3748.0,95.515
3750.0,95.58
3752.0,95.725
3754.0,95.604
3756.0,95.472
3758.0,95.604
3760.0,95.433
3762.0,95.579
3764.0,95.519
3766.0,95.346
3768.0,95.602
3770.0,95.524
3772.0,95.621
3774.0,95.312
3776.0,95.677
3778.0,95.684
3780.0,95.458
3782.0,95.496
3784.0,95.518
3786.0,95.507
3788.0,95.635
3790.0,95.403
3792.0,95.337
3794.0,95.473
3796.0,95.794
3798.0,95.45
3800.0,95.358
3802.0,95.37
3804.0,95.532
3806.0,95.683
3808.0,95.396
3810.0,95.533
3812.0,95.538
3814.0,95.576
3816.0,95.528
3818.0,95.663
3820.0,95.609
3822.0,95.413
3824.0,95.869
3826.0,95.301
3828.0,95.308
3830.0,95.661
3832.0,95.533
3834.0,95.468
3836.0,95.535
3838.0,95.608
3840.0,95.441
3842.0,95.41
3844.0,95.347
3846.0,95.375
3848.0,95.384
3850.0,95.676
3852.0,95.546
3854.0,95.586
3856.0,95.419
3858.0,95.661
3860.0,95.27
3862.0,95.575
3864.0,95.608
3866.0,95.417
3868.0,95.349
3870.0,95.581
3872.0,95.397
3874.0,95.369
3876.0,95.5
3878.0,95.335
3880.0,95.482
3882.0,95.807
3884.0,95.437
3886.0,95.639
3888.0,95.345
3890.0,95.515
3892.0,95.462
3894.0,95.477
3896.0,95.616
3898.0,95.825
3900.0,95.483
3902.0,95.698
3904.0,95.555
3906.0,95.613
3908.0,95.432
3910.0,95.396
3912.0,95.472
3914.0,95.386
3916.0,95.501
3918.0,95.344
3920.0,95.503
3922.0,95.528
3924.0,95.774
3926.0,95.761
3928.0,95.579
3930.0,95.427
3932.0,95.593
3934.0,95.625
3936.0,95.473
3938.0,95.375
3940.0,95.234
3942.0,95.496
3944.0,95.791
3946.0,95.471
3948.0,95.56
3950.0,95.557
3952.0,95.575
3954.0,95.618
3956.0,95.202
3958.0,95.48
3960.0,95.559
3962.0,95.489
3964.0,95.685
3966.0,95.447
3968.0,95.641
3970.0,95.768
3972.0,95.465
3974.0,95.508
3976.0,95.46
3978.0,95.619
3980.0,95.183
3982.0,95.285
3984.0,95.46
3986.0,95.635
3988.0,95.593
3990.0,95.382
3992.0,95.746
3994.0,95.522
3996.0,95.412
3998.0,95.585
