# EI-MS of caffeine (M+ at 194). Synthetic.
mz,rel_intensity_pct
74.8,0.05
74.82,0.09
74.84,0.0
74.86,0.0
74.88,0.0
74.9,0.0
74.92,0.32
74.94,0.0
74.96,0.0
74.98,0.0
75.0,0.06
75.02,0.02
75.04,0.0
75.06,0.0
75.08,0.0
75.1,0.01
75.12,0.14
75.14,0.13
75.16,0.15
75.18,0.08
75.2,0.0
75.22,0.43
75.24,0.07
75.26,0.0
75.28,0.0
75.3,0.0
75.32,0.6
75.34,0.0
75.36,0.53
75.38,0.22
75.4,0.15
75.42,0.13
75.44,0.09
75.46,0.05
75.48,0.0
75.5,0.0
75.52,0.0
75.54,0.0
75.56,0.0
75.58,0.28
75.6,0.04
75.62,0.0
75.64,0.0
75.66,0.0
75.68,0.22
75.7,0.12
75.72,0.02
75.74,0.0
75.76,0.39
75.78,0.23
75.8,0.0
75.82,0.12
75.84,0.16
75.86,0.0
75.88,0.46
75.9,0.12
75.92,0.0
75.94,0.42
75.96,0.35
75.98,0.28
76.0,0.0
76.02,0.11
76.04,0.47
76.06,0.0
76.08,0.35
76.1,0.1
76.12,0.0
76.14,0.2
76.16,0.0
76.18,0.04
76.2,0.0
76.22,0.0
76.24,0.0
76.26,0.1
76.28,0.0
76.3,0.0
76.32,0.0
76.34,0.24
76.36,0.53
76.38,0.0
76.4,0.0
76.42,0.48
76.44,0.0
76.46,0.0
76.48,0.0
76.5,0.3
76.52,0.0
76.54,0.25
76.56,0.09
76.58,0.0
76.6,0.0
76.62,0.51
76.64,0.44
76.66,0.15
76.68,0.0
76.7,0.14
76.72,0.01
76.74,0.0
76.76,0.0
76.78,0.0
76.8,0.0
76.82,0.0
76.84,0.02
76.86,0.01
76.88,0.0
76.9,0.47
76.92,0.15
76.94,0.05
76.96,0.0
76.98,0.0
77.0,0.0
77.02,0.41
77.04,0.0
77.06,0.0
77.08,0.05
77.1,0.0
77.12,0.0
77.14,0.09
77.16,0.0
77.18,0.0
77.2,0.15
77.22,0.05
77.24,0.23
77.26,0.41
77.28,0.6
77.3,0.0
77.32,0.26
77.34,0.08
77.36,0.0
77.38,0.15
77.4,0.0
77.42,0.0
77.44,0.0
77.46,0.08
77.48,0.0
77.5,0.0
77.52,0.19
77.54,0.1
77.56,0.25
77.58,0.0
77.6,0.0
77.62,0.0
77.64,0.0
77.66,0.0
77.68,0.0
77.7,0.19
77.72,0.0
77.74,0.0
77.76,0.0
77.78,0.06
77.8,0.0
77.82,0.0
77.84,0.0
77.86,0.36
77.88,0.09
77.9,0.0
77.92,0.34
77.94,0.0
77.96,0.0
77.98,0.03
78.0,0.54
78.02,0.19
78.04,0.0
78.06,0.81
78.08,0.0
78.1,0.0
78.12,0.16
78.14,0.37
78.16,0.22
78.18,0.08
78.2,0.0
78.22,0.07
78.24,0.0
78.26,0.0
78.28,0.0
78.3,0.25
78.32,0.11
78.34,0.01
78.36,0.0
78.38,0.0
78.4,0.0
78.42,0.22
78.44,0.03
78.46,0.0
78.48,0.04
78.5,0.59
78.52,0.11
78.54,0.74
78.56,0.21
78.58,0.0
78.6,0.0
78.62,0.44
78.64,0.0
78.66,0.0
78.68,0.0
78.7,0.09
78.72,0.0
78.74,0.06
78.76,0.0
78.78,0.0
78.8,0.0
78.82,0.0
78.84,0.0
78.86,0.04
78.88,0.3
78.9,0.22
78.92,0.04
78.94,0.0
78.96,0.0
78.98,0.0
79.0,0.0
79.02,0.21
79.04,0.15
79.06,0.31
79.08,0.0
79.1,0.0
79.12,0.47
79.14,0.0
79.16,0.1
79.18,0.0
79.2,0.22
79.22,0.0
79.24,0.0
79.26,0.0
79.28,0.14
79.3,0.0
79.32,0.28
79.34,0.0
79.36,0.01
79.38,0.12
79.4,0.13
79.42,0.0
79.44,0.06
79.46,0.0
79.48,0.58
79.5,0.5
79.52,0.0
79.54,0.3
79.56,0.36
79.58,0.0
79.6,0.0
79.62,0.0
79.64,0.27
79.66,0.06
79.68,0.0
79.7,0.09
79.72,0.65
79.74,0.0
79.76,0.08
79.78,0.65
79.8,0.0
79.82,0.32
79.84,0.0
79.86,0.0
79.88,0.36
79.9,0.0
79.92,0.0
79.94,0.31
79.96,0.0
79.98,0.15
80.0,0.24
80.02,0.0
80.04,0.0
80.06,0.0
80.08,0.08
80.1,0.46
80.12,0.0
80.14,0.41
80.16,0.18
80.18,0.0
80.2,0.11
80.22,0.0
80.24,0.06
80.26,0.24
80.28,0.75
80.3,0.42
80.32,0.0
80.34,0.16
80.36,0.0
80.38,0.0
80.4,0.0
80.42,0.0
80.44,0.68
80.46,0.52
80.48,0.0
80.5,0.0
80.52,0.0
80.54,0.0
80.56,0.24
80.58,0.13
80.6,0.65
80.62,0.06
80.64,0.16
80.66,0.28
80.68,0.0
80.7,0.01
80.72,0.0
80.74,0.0
80.76,0.0
80.78,0.0
80.8,0.25
80.82,0.25
80.84,0.27
80.86,0.0
80.88,0.28
80.9,0.0
80.92,0.08
80.94,0.0
80.96,0.31
80.98,0.0
81.0,0.28
81.02,0.0
81.04,0.0
81.06,0.0
81.08,0.52
81.1,0.35
81.12,0.08
81.14,0.01
81.16,0.28
81.18,0.0
81.2,0.0
81.22,0.0
81.24,0.0
81.26,0.0
81.28,0.0
81.3,0.0
81.32,0.32
81.34,0.13
81.36,0.0
81.38,0.0
81.4,0.0
81.42,0.0
81.44,0.0
81.46,0.0
81.48,0.15
81.5,0.09
81.52,0.28
81.54,0.0
81.56,0.2
81.58,0.0
81.6,0.0
81.62,0.04
81.64,0.0
81.66,0.07
81.68,0.0
81.7,0.06
81.72,0.34
81.74,0.0
81.76,0.0
81.78,0.58
81.8,0.41
81.82,0.3
81.84,0.38
81.86,1.29
81.88,2.19
81.9,5.1
81.92,10.21
81.94,17.5
81.96,25.72
81.98,32.41
82.0,35.0
82.02,32.41
82.04,25.72
82.06,17.5
82.08,10.21
82.1,5.35
82.12,2.19
82.14,0.86
82.16,0.25
82.18,0.07
82.2,0.02
82.22,0.0
82.24,0.16
82.26,0.41
82.28,0.0
82.3,0.62
82.32,0.24
82.34,0.18
82.36,0.09
82.38,0.0
82.4,0.0
82.42,0.47
82.44,0.0
82.46,0.04
82.48,0.23
82.5,0.4
82.52,0.0
82.54,0.0
82.56,0.0
82.58,0.2
82.6,0.0
82.62,0.0
82.64,0.01
82.66,0.21
82.68,0.03
82.7,0.02
82.72,0.0
82.74,0.25
82.76,0.3
82.78,0.0
82.8,0.0
82.82,0.0
82.84,0.0
82.86,0.0
82.88,0.0
82.9,0.0
82.92,0.0
82.94,0.0
82.96,0.0
82.98,0.0
83.0,0.0
83.02,0.24
83.04,0.46
83.06,0.0
83.08,0.23
83.1,0.0
83.12,0.17
83.14,0.04
83.16,0.0
83.18,0.0
83.2,0.0
83.22,0.0
83.24,0.0
83.26,0.0
83.28,0.4
83.3,0.0
83.32,0.0
83.34,0.0
83.36,0.0
83.38,0.0
83.4,0.05
83.42,0.22
83.44,0.25
83.46,0.0
83.48,0.0
83.5,0.24
83.52,0.1
83.54,0.0
83.56,0.02
83.58,0.0
83.6,0.31
83.62,0.0
83.64,0.04
83.66,0.2
83.68,0.03
83.7,0.0
83.72,0.49
83.74,0.0
83.76,0.0
83.78,0.51
83.8,0.0
83.82,0.08
83.84,0.0
83.86,0.0
83.88,0.06
83.9,0.08
83.92,0.0
83.94,0.0
83.96,0.0
83.98,0.12
84.0,0.0
84.02,0.03
84.04,0.0
84.06,0.0
84.08,0.47
84.1,0.0
84.12,0.0
84.14,0.05
84.16,0.0
84.18,0.0
84.2,0.06
84.22,0.0
84.24,0.15
84.26,0.0
84.28,0.33
84.3,0.0
84.32,0.0
84.34,0.04
84.36,0.14
84.38,0.17
84.4,0.01
84.42,0.32
84.44,0.0
84.46,0.33
84.48,0.15
84.5,0.0
84.52,0.21
84.54,0.19
84.56,0.04
84.58,0.11
84.6,0.24
84.62,0.23
84.64,0.4
84.66,0.27
84.68,0.2
84.7,0.0
84.72,0.0
84.74,0.0
84.76,0.0
84.78,0.29
84.8,0.0
84.82,0.0
84.84,0.19
84.86,0.0
84.88,0.33
84.9,0.0
84.92,0.8
84.94,0.05
84.96,0.0
84.98,0.27
85.0,0.0
85.02,0.0
85.04,0.04
85.06,0.16
85.08,0.0
85.1,0.18
85.12,0.24
85.14,0.0
85.16,0.0
85.18,0.18
85.2,0.0
85.22,0.0
85.24,0.42
85.26,0.0
85.28,0.14
85.3,0.24
85.32,0.07
85.34,0.0
85.36,0.0
85.38,0.0
85.4,0.0
85.42,0.0
85.44,0.0
85.46,0.25
85.48,0.07
85.5,0.0
85.52,0.0
85.54,0.64
85.56,0.0
85.58,0.03
85.6,0.22
85.62,0.04
85.64,0.17
85.66,0.12
85.68,0.0
85.7,0.0
85.72,0.0
85.74,0.21
85.76,0.42
85.78,0.0
85.8,0.0
85.82,0.0
85.84,0.08
85.86,0.7
85.88,0.1
85.9,0.0
85.92,0.0
85.94,0.02
85.96,0.21
85.98,0.09
86.0,0.27
86.02,0.16
86.04,0.21
86.06,0.0
86.08,0.25
86.1,0.0
86.12,0.0
86.14,0.53
86.16,0.19
86.18,0.77
86.2,0.0
86.22,0.39
86.24,0.0
86.26,0.44
86.28,0.0
86.3,0.12
86.32,0.15
86.34,0.14
86.36,0.01
86.38,0.19
86.4,0.0
86.42,0.0
86.44,0.0
86.46,0.05
86.48,0.0
86.5,0.0
86.52,0.0
86.54,0.0
86.56,0.0
86.58,0.0
86.6,0.25
86.62,0.83
86.64,0.24
86.66,0.16
86.68,0.05
86.7,0.01
86.72,0.0
86.74,0.0
86.76,0.25
86.78,0.32
86.8,0.15
86.82,0.0
86.84,0.0
86.86,0.0
86.88,0.29
86.9,0.25
86.92,0.49
86.94,0.0
86.96,0.08
86.98,0.0
87.0,0.09
87.02,0.0
87.04,0.4
87.06,0.0
87.08,0.0
87.1,0.17
87.12,0.06
87.14,0.0
87.16,0.0
87.18,0.0
87.2,0.45
87.22,0.1
87.24,0.0
87.26,0.0
87.28,0.2
87.3,0.26
87.32,0.0
87.34,0.0
87.36,0.48
87.38,0.16
87.4,0.0
87.42,0.0
87.44,0.0
87.46,0.0
87.48,0.0
87.5,0.0
87.52,0.0
87.54,0.24
87.56,0.03
87.58,0.3
87.6,0.21
87.62,0.25
87.64,0.0
87.66,0.0
87.68,0.29
87.7,0.0
87.72,0.0
87.74,0.0
87.76,0.44
87.78,0.0
87.8,0.0
87.82,0.46
87.84,0.0
87.86,0.0
87.88,0.0
87.9,0.0
87.92,0.02
87.94,0.05
87.96,0.0
87.98,0.0
88.0,0.17
88.02,0.0
88.04,0.0
88.06,0.0
88.08,0.4
88.1,0.03
88.12,0.0
88.14,0.0
88.16,0.28
88.18,0.0
88.2,0.0
88.22,0.0
88.24,0.0
88.26,0.0
88.28,0.06
88.3,0.02
88.32,0.0
88.34,0.0
88.36,0.11
88.38,0.0
88.4,0.0
88.42,0.0
88.44,0.41
88.46,0.0
88.48,0.0
88.5,0.14
88.52,0.0
88.54,0.05
88.56,0.01
88.58,0.0
88.6,0.0
88.62,0.0
88.64,0.17
88.66,0.0
88.68,0.47
88.7,0.0
88.72,0.05
88.74,0.26
88.76,0.0
88.78,0.06
88.8,0.12
88.82,0.0
88.84,0.12
88.86,0.09
88.88,0.47
88.9,0.0
88.92,0.15
88.94,0.0
88.96,0.2
88.98,0.32
89.0,0.31
89.02,0.22
89.04,0.61
89.06,0.0
89.08,0.0
89.1,0.33
89.12,0.72
89.14,0.14
89.16,0.04
89.18,0.0
89.2,0.0
89.22,0.08
89.24,0.0
89.26,0.22
89.28,0.0
89.3,0.0
89.32,0.0
89.34,0.0
89.36,0.0
89.38,0.18
89.4,0.0
89.42,0.26
89.44,0.52
89.46,0.36
89.48,0.0
89.5,0.0
89.52,0.0
89.54,0.48
89.56,0.44
89.58,0.0
89.6,0.29
89.62,0.0
89.64,0.4
89.66,0.29
89.68,0.24
89.7,0.18
89.72,0.0
89.74,0.09
89.76,0.19
89.78,0.8
89.8,0.0
89.82,0.0
89.84,0.5
89.86,0.0
89.88,0.34
89.9,0.0
89.92,0.82
89.94,0.0
89.96,0.0
89.98,0.0
90.0,0.0
90.02,0.51
90.04,0.22
90.06,0.4
90.08,0.26
90.1,0.04
90.12,0.0
90.14,0.0
90.16,0.0
90.18,0.0
90.2,0.0
90.22,0.0
90.24,0.2
90.26,0.0
90.28,0.24
90.3,0.0
90.32,0.17
90.34,0.0
90.36,0.0
90.38,0.28
90.4,0.27
90.42,0.0
90.44,0.0
90.46,0.6
90.48,0.22
90.5,0.0
90.52,0.08
90.54,0.18
90.56,0.0
90.58,0.0
90.6,0.0
90.62,0.0
90.64,0.44
90.66,0.07
90.68,0.0
90.7,0.27
90.72,0.0
90.74,0.1
90.76,0.16
90.78,0.47
90.8,0.0
90.82,0.0
90.84,0.0
90.86,0.15
90.88,0.0
90.9,0.0
90.92,0.0
90.94,0.12
90.96,0.0
90.98,0.0
91.0,0.33
91.02,0.0
91.04,0.16
91.06,0.0
91.08,0.0
91.1,0.0
91.12,0.0
91.14,0.29
91.16,0.09
91.18,0.47
91.2,0.0
91.22,0.0
91.24,0.36
91.26,0.0
91.28,0.31
91.3,0.0
91.32,0.4
91.34,0.0
91.36,0.0
91.38,0.07
91.4,0.0
91.42,0.08
91.44,0.0
91.46,0.0
91.48,0.0
91.5,0.33
91.52,0.43
91.54,0.0
91.56,0.0
91.58,0.0
91.6,0.08
91.62,0.0
91.64,0.2
91.66,0.0
91.68,0.0
91.7,0.0
91.72,0.0
91.74,0.0
91.76,0.05
91.78,0.0
91.8,0.0
91.82,0.0
91.84,0.29
91.86,0.0
91.88,0.0
91.9,0.0
91.92,0.0
91.94,0.24
91.96,0.0
91.98,0.27
92.0,0.23
92.02,0.0
92.04,0.22
92.06,0.2
92.08,0.08
92.1,0.0
92.12,0.24
92.14,0.0
92.16,0.03
92.18,0.38
92.2,0.15
92.22,0.0
92.24,0.0
92.26,0.0
92.28,0.13
92.3,0.0
92.32,0.0
92.34,0.0
92.36,0.39
92.38,0.0
92.4,0.37
92.42,0.48
92.44,0.0
92.46,0.02
92.48,0.0
92.5,0.0
92.52,0.0
92.54,0.0
92.56,0.0
92.58,0.0
92.6,0.31
92.62,0.0
92.64,0.0
92.66,0.0
92.68,0.04
92.7,0.0
92.72,0.66
92.74,0.0
92.76,0.11
92.78,0.04
92.8,0.42
92.82,0.0
92.84,0.0
92.86,0.0
92.88,0.0
92.9,0.51
92.92,0.0
92.94,0.0
92.96,0.4
92.98,0.0
93.0,0.15
93.02,0.0
93.04,0.0
93.06,0.08
93.08,0.0
93.1,0.0
93.12,0.0
93.14,0.0
93.16,0.06
93.18,0.0
93.2,0.0
93.22,0.41
93.24,0.24
93.26,0.0
93.28,0.31
93.3,0.0
93.32,0.0
93.34,0.0
93.36,0.0
93.38,0.12
93.4,0.02
93.42,0.0
93.44,0.0
93.46,0.0
93.48,0.12
93.5,0.0
93.52,0.0
93.54,0.23
93.56,0.0
93.58,0.38
93.6,0.44
93.62,0.34
93.64,0.0
93.66,0.0
93.68,0.06
93.7,0.0
93.72,0.18
93.74,0.04
93.76,0.0
93.78,0.33
93.8,0.0
93.82,0.0
93.84,0.0
93.86,0.42
93.88,0.09
93.9,0.0
93.92,0.0
93.94,0.42
93.96,0.3
93.98,0.0
94.0,0.0
94.02,0.12
94.04,0.4
94.06,0.02
94.08,0.0
94.1,0.0
94.12,0.18
94.14,0.0
94.16,0.0
94.18,0.0
94.2,0.0
94.22,0.0
94.24,0.05
94.26,0.0
94.28,0.0
94.3,0.0
94.32,0.25
94.34,0.04
94.36,0.13
94.38,0.0
94.4,0.3
94.42,0.0
94.44,0.29
94.46,0.02
94.48,0.27
94.5,0.0
94.52,0.0
94.54,0.0
94.56,0.0
94.58,0.0
94.6,0.09
94.62,0.0
94.64,0.0
94.66,0.0
94.68,0.0
94.7,0.2
94.72,0.0
94.74,0.0
94.76,0.52
94.78,0.26
94.8,0.0
94.82,0.16
94.84,0.0
94.86,0.0
94.88,0.06
94.9,0.0
94.92,0.45
94.94,0.53
94.96,0.0
94.98,0.0
95.0,0.13
95.02,0.0
95.04,0.0
95.06,0.0
95.08,0.0
95.1,0.0
95.12,0.17
95.14,0.0
95.16,0.0
95.18,0.0
95.2,0.21
95.22,0.51
95.24,0.36
95.26,0.0
95.28,0.0
95.3,0.0
95.32,0.06
95.34,0.34
95.36,0.0
95.38,0.0
95.4,0.0
95.42,0.01
95.44,0.75
95.46,0.0
95.48,0.0
95.5,0.0
95.52,0.06
95.54,0.16
95.56,0.0
95.58,0.2
95.6,0.29
95.62,0.0
95.64,0.24
95.66,0.11
95.68,0.0
95.7,0.0
95.72,0.0
95.74,0.0
95.76,0.0
95.78,0.2
95.8,0.06
95.82,0.0
95.84,0.0
95.86,0.0
95.88,0.0
95.9,0.14
95.92,0.14
95.94,0.0
95.96,0.0
95.98,0.0
96.0,0.7
96.02,0.0
96.04,0.22
96.06,0.0
96.08,0.43
96.1,0.0
96.12,0.16
96.14,0.09
96.16,0.06
96.18,0.0
96.2,0.44
96.22,0.0
96.24,0.0
96.26,0.08
96.28,0.15
96.3,0.0
96.32,0.0
96.34,0.0
96.36,0.15
96.38,0.14
96.4,0.0
96.42,0.0
96.44,0.0
96.46,0.05
96.48,0.06
96.5,0.3
96.52,0.0
96.54,0.0
96.56,0.06
96.58,0.0
96.6,0.37
96.62,0.0
96.64,0.0
96.66,0.0
96.68,0.13
96.7,0.0
96.72,0.0
96.74,0.36
96.76,0.0
96.78,0.79
96.8,0.51
96.82,0.32
96.84,0.0
96.86,0.41
96.88,0.0
96.9,0.0
96.92,0.0
96.94,0.0
96.96,0.34
96.98,0.41
97.0,0.0
97.02,0.0
97.04,0.0
97.06,0.0
97.08,0.11
97.1,0.0
97.12,0.0
97.14,0.0
97.16,0.0
97.18,0.0
97.2,0.4
97.22,0.03
97.24,0.14
97.26,0.0
97.28,0.0
97.3,0.23
97.32,0.06
97.34,0.29
97.36,0.0
97.38,0.01
97.4,0.47
97.42,0.01
97.44,0.37
97.46,0.02
97.48,0.3
97.5,0.41
97.52,0.93
97.54,0.0
97.56,0.0
97.58,0.0
97.6,0.0
97.62,0.19
97.64,0.05
97.66,0.0
97.68,0.37
97.7,0.0
97.72,0.31
97.74,0.25
97.76,0.65
97.78,0.0
97.8,0.0
97.82,0.0
97.84,0.14
97.86,0.04
97.88,0.0
97.9,0.0
97.92,0.0
97.94,0.0
97.96,0.28
97.98,0.23
98.0,0.0
98.02,0.2
98.04,0.0
98.06,0.22
98.08,0.0
98.1,0.0
98.12,0.0
98.14,0.09
98.16,0.0
98.18,0.0
98.2,0.13
98.22,0.29
98.24,0.0
98.26,0.0
98.28,0.0
98.3,0.46
98.32,0.07
98.34,0.0
98.36,0.16
98.38,0.0
98.4,0.21
98.42,0.46
98.44,0.0
98.46,0.44
98.48,0.15
98.5,0.0
98.52,0.15
98.54,0.22
98.56,0.0
98.58,0.67
98.6,0.4
98.62,0.19
98.64,0.0
98.66,0.0
98.68,0.07
98.7,0.21
98.72,0.18
98.74,0.07
98.76,0.22
98.78,0.44
98.8,0.0
98.82,0.53
98.84,0.0
98.86,0.1
98.88,0.32
98.9,0.1
98.92,0.06
98.94,0.0
98.96,0.78
98.98,0.0
99.0,0.0
99.02,0.16
99.04,0.0
99.06,0.51
99.08,0.24
99.1,0.0
99.12,0.27
99.14,0.0
99.16,0.51
99.18,0.0
99.2,0.12
99.22,0.0
99.24,0.0
99.26,0.21
99.28,0.33
99.3,0.0
99.32,0.18
99.34,0.0
99.36,0.0
99.38,0.36
99.4,0.0
99.42,0.12
99.44,0.1
99.46,0.24
99.48,0.47
99.5,0.0
99.52,0.21
99.54,0.14
99.56,0.0
99.58,0.0
99.6,0.0
99.62,0.43
99.64,0.21
99.66,0.26
99.68,0.0
99.7,0.0
99.72,0.0
99.74,0.0
99.76,0.11
99.78,0.0
99.8,0.0
99.82,0.0
99.84,0.0
99.86,0.09
99.88,0.0
99.9,0.0
99.92,0.0
99.94,0.24
99.96,0.07
99.98,0.0
100.0,0.33
100.02,0.31
100.04,0.22
100.06,0.02
100.08,0.0
100.1,0.24
100.12,0.0
100.14,0.29
100.16,0.0
100.18,0.42
100.2,0.16
100.22,0.09
100.24,0.0
100.26,0.0
100.28,0.0
100.3,0.0
100.32,0.44
100.34,0.0
100.36,0.62
100.38,0.12
100.4,0.0
100.42,0.0
100.44,0.0
100.46,0.0
100.48,0.0
100.5,0.0
100.52,0.17
100.54,0.35
100.56,0.0
100.58,0.1
100.6,0.0
100.62,0.0
100.64,0.37
100.66,0.47
100.68,0.01
100.7,0.56
100.72,0.0
100.74,0.0
100.76,0.0
100.78,0.0
100.8,0.0
100.82,0.0
100.84,0.07
100.86,0.0
100.88,0.12
100.9,0.0
100.92,0.24
100.94,0.0
100.96,0.0
100.98,0.19
101.0,0.19
101.02,0.0
101.04,0.18
101.06,0.12
101.08,0.0
101.1,0.0
101.12,0.3
101.14,0.0
101.16,0.0
101.18,0.33
101.2,0.02
101.22,0.23
101.24,0.39
101.26,0.27
101.28,0.0
101.3,0.06
101.32,0.0
101.34,0.05
101.36,0.25
101.38,0.12
101.4,0.08
101.42,0.12
101.44,0.0
101.46,0.0
101.48,0.0
101.5,0.0
101.52,0.0
101.54,0.0
101.56,0.0
101.58,0.05
101.6,0.22
101.62,0.07
101.64,0.37
101.66,0.52
101.68,0.53
101.7,0.0
101.72,0.0
101.74,0.54
101.76,0.08
101.78,0.0
101.8,0.0
101.82,0.29
101.84,0.0
101.86,0.02
101.88,0.0
101.9,0.12
101.92,0.0
101.94,0.54
101.96,0.06
101.98,0.37
102.0,0.0
102.02,0.04
102.04,0.28
102.06,0.0
102.08,0.0
102.1,0.0
102.12,0.24
102.14,0.36
102.16,0.0
102.18,0.13
102.2,0.19
102.22,0.0
102.24,0.0
102.26,0.26
102.28,0.0
102.3,0.0
102.32,0.19
102.34,0.57
102.36,0.0
102.38,0.61
102.4,0.14
102.42,0.0
102.44,0.0
102.46,0.0
102.48,0.0
102.5,0.0
102.52,0.0
102.54,0.0
102.56,0.25
102.58,0.03
102.6,0.68
102.62,0.2
102.64,0.0
102.66,0.64
102.68,0.27
102.7,0.0
102.72,0.14
102.74,0.06
102.76,0.2
102.78,0.0
102.8,0.0
102.82,0.0
102.84,0.4
102.86,0.2
102.88,0.05
102.9,0.83
102.92,0.21
102.94,0.38
102.96,0.5
102.98,0.0
103.0,0.0
103.02,0.16
103.04,0.09
103.06,0.13
103.08,0.17
103.1,0.0
103.12,0.27
103.14,0.0
103.16,0.0
103.18,0.0
103.2,0.15
103.22,0.0
103.24,0.13
103.26,0.06
103.28,0.06
103.3,0.0
103.32,0.51
103.34,0.0
103.36,0.0
103.38,0.0
103.4,0.0
103.42,0.0
103.44,0.0
103.46,0.24
103.48,0.0
103.5,0.56
103.52,0.0
103.54,0.0
103.56,0.0
103.58,0.27
103.6,0.0
103.62,0.27
103.64,0.0
103.66,0.0
103.68,0.0
103.7,0.0
103.72,0.1
103.74,0.32
103.76,0.0
103.78,0.0
103.8,0.0
103.82,0.31
103.84,0.05
103.86,0.0
103.88,0.13
103.9,0.11
103.92,0.0
103.94,0.11
103.96,0.0
103.98,0.2
104.0,0.06
104.02,0.04
104.04,0.0
104.06,0.31
104.08,0.57
104.1,0.07
104.12,0.35
104.14,0.0
104.16,0.0
104.18,0.0
104.2,0.0
104.22,0.0
104.24,0.0
104.26,0.29
104.28,0.0
104.3,0.0
104.32,0.0
104.34,0.04
104.36,0.33
104.38,0.0
104.4,0.0
104.42,0.09
104.44,0.26
104.46,0.0
104.48,0.0
104.5,0.32
104.52,0.0
104.54,0.0
104.56,0.0
104.58,0.0
104.6,0.0
104.62,0.62
104.64,0.37
104.66,0.0
104.68,0.31
104.7,0.0
104.72,0.4
104.74,0.0
104.76,0.0
104.78,0.03
104.8,0.0
104.82,0.0
104.84,0.13
104.86,0.05
104.88,0.38
104.9,0.11
104.92,0.0
104.94,0.04
104.96,0.0
104.98,0.55
105.0,0.12
105.02,0.0
105.04,0.2
105.06,0.0
105.08,0.0
105.1,0.03
105.12,0.03
105.14,0.14
105.16,0.61
105.18,0.51
105.2,0.1
105.22,0.0
105.24,0.57
105.26,0.01
105.28,0.0
105.3,0.0
105.32,0.18
105.34,0.0
105.36,0.0
105.38,0.0
105.4,0.02
105.42,0.0
105.44,0.39
105.46,0.39
105.48,0.18
105.5,0.03
105.52,0.0
105.54,0.61
105.56,0.03
105.58,0.0
105.6,0.0
105.62,0.0
105.64,0.08
105.66,0.0
105.68,0.0
105.7,0.0
105.72,0.22
105.74,0.22
105.76,0.0
105.78,0.0
105.8,0.0
105.82,0.39
105.84,0.11
105.86,0.06
105.88,0.0
105.9,0.34
105.92,0.23
105.94,0.0
105.96,0.08
105.98,0.23
106.0,0.42
106.02,0.24
106.04,0.71
106.06,0.47
106.08,0.0
106.1,0.29
106.12,0.0
106.14,0.47
106.16,0.0
106.18,0.0
106.2,0.4
106.22,0.03
106.24,0.25
106.26,0.0
106.28,0.0
106.3,0.3
106.32,0.19
106.34,0.0
106.36,0.0
106.38,0.0
106.4,0.0
106.42,0.0
106.44,0.13
106.46,0.05
106.48,0.32
106.5,0.17
106.52,0.0
106.54,0.0
106.56,0.25
106.58,0.12
106.6,0.17
106.62,0.0
106.64,0.14
106.66,0.0
106.68,0.18
106.7,0.0
106.72,0.32
106.74,0.0
106.76,0.04
106.78,0.0
106.8,0.36
106.82,0.05
106.84,0.0
106.86,0.42
106.88,0.0
106.9,0.0
106.92,0.0
106.94,0.0
106.96,0.0
106.98,0.0
107.0,0.08
107.02,0.29
107.04,0.0
107.06,0.31
107.08,0.0
107.1,0.14
107.12,0.0
107.14,0.0
107.16,0.06
107.18,0.0
107.2,0.0
107.22,0.04
107.24,0.13
107.26,0.19
107.28,0.0
107.3,0.04
107.32,0.11
107.34,0.0
107.36,0.0
107.38,0.18
107.4,0.0
107.42,0.0
107.44,0.2
107.46,0.25
107.48,0.0
107.5,0.0
107.52,0.82
107.54,0.0
107.56,0.51
107.58,0.19
107.6,0.0
107.62,0.0
107.64,0.0
107.66,0.0
107.68,0.45
107.7,0.33
107.72,0.0
107.74,0.17
107.76,0.07
107.78,0.2
107.8,0.0
107.82,0.0
107.84,0.11
107.86,0.0
107.88,0.0
107.9,0.0
107.92,0.0
107.94,0.0
107.96,0.0
107.98,0.51
108.0,0.0
108.02,0.11
108.04,0.0
108.06,0.15
108.08,0.02
108.1,0.75
108.12,0.0
108.14,0.79
108.16,0.0
108.18,0.0
108.2,0.28
108.22,0.0
108.24,0.32
108.26,0.0
108.28,0.02
108.3,0.0
108.32,0.0
108.34,0.0
108.36,0.0
108.38,0.0
108.4,0.0
108.42,0.0
108.44,0.31
108.46,0.0
108.48,0.13
108.5,0.0
108.52,0.02
108.54,0.0
108.56,0.0
108.58,0.04
108.6,0.33
108.62,0.0
108.64,0.0
108.66,0.0
108.68,0.01
108.7,0.15
108.72,0.0
108.74,0.24
108.76,0.26
108.78,0.02
108.8,0.29
108.82,0.73
108.84,1.0
108.86,3.04
108.88,6.12
108.9,13.17
108.92,22.79
108.94,36.25
108.96,49.99
108.98,61.13
109.0,65.0
109.02,60.91
109.04,49.99
109.06,36.22
109.08,22.74
109.1,12.6
109.12,6.12
109.14,2.75
109.16,1.24
109.18,0.42
109.2,0.57
109.22,0.02
109.24,0.34
109.26,0.12
109.28,0.0
109.3,0.05
109.32,0.28
109.34,0.7
109.36,0.0
109.38,0.0
109.4,0.21
109.42,0.13
109.44,0.07
109.46,0.0
109.48,0.61
109.5,0.53
109.52,0.07
109.54,0.15
109.56,0.02
109.58,0.0
109.6,0.31
109.62,0.63
109.64,0.0
109.66,0.02
109.68,0.0
